,Symbol,Div,AD,ED,RD
10997,IUSB,0.128868,2019-12-11,2020-03-02,2020-03-03
10998,IUSB,0.127579,2019-12-11,2020-02-03,2020-02-04
10999,IUSB,,2018-12-18,2019-12-30,2019-12-31
11000,IUSB,0.11797,2018-12-18,2019-12-19,2019-12-20
11001,IUSB,0.122261,2018-12-18,2019-12-02,2019-12-03
11002,IUSB,0.129311,2018-12-18,2019-11-01,2019-11-04
11003,IUSB,0.131101,2018-12-18,2019-10-01,2019-10-02
11004,IUSB,0.132764,2018-12-18,2019-09-03,2019-09-04
11005,IUSB,0.133179,2018-12-18,2019-08-01,2019-08-02
11006,IUSB,0.134841,2018-12-18,2019-07-01,2019-07-02
11007,IUSB,0.139727,2018-12-18,2019-06-03,2019-06-04
11008,IUSB,0.132909,2018-12-18,2019-05-01,2019-05-02
11009,IUSB,0.134934,2018-12-18,2019-04-01,2019-04-02
11010,IUSB,0.135954,2018-12-18,2019-03-01,2019-03-04
11011,IUSB,0.137442,2018-12-18,2019-02-01,2019-02-04
11012,IUSB,,2018-01-17,2018-12-28,2018-12-31
11013,IUSB,0.0982,2018-01-02,2018-12-18,2018-12-19
11014,IUSB,0.125936,2018-01-02,2018-12-03,2018-12-04
11015,IUSB,0.135617,2018-01-02,2018-11-01,2018-11-02
11016,IUSS,0.04919,2020-06-19,2020-06-22,2020-06-23
11017,IUSS,0.07067,2020-03-20,2020-03-23,2020-03-24
11018,IUSS,0.075,2019-12-20,2019-12-23,2019-12-24
11019,IUSS,0.06458,2019-09-20,2019-09-23,2019-09-24
11020,IUSS,0.0695,2019-06-21,2019-06-24,2019-06-25
11021,IUSS,0.10191,2018-12-21,2018-12-24,2018-12-26
11022,IVAL,0.1321019,2020-09-11,2020-09-14,2020-09-15
11023,IVAL,0.11299014,2020-06-12,2020-06-15,2020-06-16
11024,IVAL,0.15053262,2020-03-13,2020-03-16,2020-03-17
11025,IVAL,0.20363643,2019-12-27,2019-12-30,2019-12-31
11026,IVAL,0.14054316,2019-09-13,2019-09-16,2019-09-17
11027,IVAL,0.37138319,2019-06-14,2019-06-17,2019-06-18
11028,IVAL,0.02482984,2019-03-15,2019-03-18,2019-03-19
11029,IVAL,0.22047732,2018-12-26,2018-12-27,2018-12-28
11030,IVE,0.797294,2019-12-13,2020-09-23,2020-09-24
11031,IVE,0.628371,2019-12-13,2020-06-15,2020-06-16
11032,IVE,0.821741,2019-12-13,2020-03-25,2020-03-26
11033,IVE,,2018-12-24,2019-12-30,2019-12-31
11034,IVE,0.738985,2018-12-24,2019-12-16,2019-12-17
11035,IVE,0.715925,2018-12-24,2019-09-24,2019-09-25
11036,IVE,0.646498,2018-12-24,2019-06-17,2019-06-18
11037,IVE,0.641092,2018-12-24,2019-03-20,2019-03-21
11038,IVE,,2018-01-18,2018-12-28,2018-12-31
11039,IVE,0.738474,2017-12-29,2018-12-17,2018-12-18
11040,IVH,0.09,2020-09-01,2020-09-15,2020-09-16
11041,IVH,0.09,2020-08-03,2020-08-14,2020-08-17
11042,IVH,0.1,2020-07-01,2020-07-16,2020-07-17
11043,IVH,0.1,2020-06-01,2020-06-15,2020-06-16
11044,IVH,0.1,2020-05-01,2020-05-13,2020-05-14
11045,IVH,0.1,2020-04-01,2020-04-15,2020-04-16
11046,IVH,0.1,2020-03-02,2020-03-16,2020-03-17
11047,IVH,0.1,2020-02-03,2020-02-12,2020-02-13
11048,IVH,0.1,2020-01-02,2020-01-15,2020-01-16
11049,IVH,0.15,2019-12-02,2019-12-13,2019-12-16
11050,IVH,0.05,2019-12-02,2019-12-13,2019-12-16
11051,IVH,0.1,2019-11-01,2019-11-13,2019-11-14
11052,IVH,0.1,2019-10-01,2019-10-16,2019-10-17
11053,IVH,0.1,2019-09-03,2019-09-13,2019-09-16
11054,IVH,0.1,2019-08-01,2019-08-15,2019-08-16
11055,IVH,0.1,2019-07-01,2019-07-16,2019-07-17
11056,IVH,0.1,2019-05-01,2019-05-15,2019-05-16
11057,IVH,0.1,2019-04-01,2019-04-12,2019-04-15
11058,IVH,0.1,2019-03-01,2019-03-14,2019-03-15
11059,IVH,0.1,2019-02-01,2019-02-12,2019-02-13
11060,IVH,0.1,2019-01-02,2019-01-15,2019-01-16
11061,IVH,0.1,2018-12-03,2018-12-13,2018-12-14
11062,IVH,0.12,2018-12-03,2018-12-13,2018-12-14
11063,IVH,0.1,2018-11-01,2018-11-14,2018-11-15
11064,IVH,0.1,2018-10-01,2018-10-16,2018-10-17
11065,IVOG,1.7219,2019-12-13,2019-12-16,2019-12-17
11066,IVOG,1.1945,2018-12-12,2018-12-13,2018-12-14
11067,IVOO,0.3828,2020-09-09,2020-09-11,2020-09-14
11068,IVOO,0.482,2020-06-24,2020-06-25,2020-06-26
11069,IVOO,0.2657,2020-03-06,2020-03-10,2020-03-11
11070,IVOO,0.7114,2019-12-13,2019-12-16,2019-12-17
11071,IVOO,0.5744,2019-09-24,2019-09-26,2019-09-27
11072,IVOO,0.5387,2019-06-25,2019-06-27,2019-06-28
11073,IVOO,0.5169,2018-12-12,2018-12-13,2018-12-14
11074,IVR,0.05,2020-09-30,2020-10-08,2020-10-12
11075,IVR,0.5,2020-05-09,2020-05-20,2020-05-21
11076,IVR,,2020-05-09,2020-05-20,2020-05-21
11077,IVR,0.5,2020-03-17,2020-03-27,2020-03-30
11078,IVR,0.5,2019-12-16,2019-12-26,2019-12-27
11079,IVR,0.45,2019-09-16,2019-09-26,2019-09-27
11080,IVR,0.45,2019-06-17,2019-06-27,2019-06-28
11081,IVR,0.45,2019-03-18,2019-03-28,2019-03-29
11082,IVR,0.42,2018-12-14,2018-12-24,2018-12-26
11083,IVV,1.505804,2019-12-12,2020-09-23,2020-09-24
11084,IVV,1.260874,2019-12-12,2020-06-15,2020-06-16
11085,IVV,1.531356,2019-12-12,2020-03-25,2020-03-26
11086,IVV,,2018-12-24,2019-12-30,2019-12-31
11087,IVV,2.039089,2018-12-24,2019-12-16,2019-12-17
11088,IVV,1.482701,2018-12-24,2019-09-24,2019-09-25
11089,IVV,1.777745,2018-12-24,2019-06-17,2019-06-18
11090,IVV,1.129603,2018-12-24,2019-03-20,2019-03-21
11091,IVV,0.322286,2018-01-18,2018-12-28,2018-12-31
11092,IVV,1.442143,2018-01-11,2018-12-17,2018-12-18
11093,IVZ,0.155,2020-07-27,2020-08-13,2020-08-14
11094,IVZ,0.155,2020-04-23,2020-05-08,2020-05-11
11095,IVZ,0.31,2020-01-29,2020-02-12,2020-02-13
11096,IVZ,0.31,2019-10-23,2019-11-08,2019-11-12
11097,IVZ,0.31,2019-07-24,2019-08-14,2019-08-15
11098,IVZ,0.31,2019-04-24,2019-05-09,2019-05-10
11099,IVZ,0.3,2019-01-30,2019-02-13,2019-02-14
11100,IVZ,0.3,2018-10-18,2018-11-09,2018-11-13
11101,IWC,0.302625,2019-12-13,2020-09-23,2020-09-24
11102,IWC,0.221853,2019-12-13,2020-06-15,2020-06-16
11103,IWC,0.271927,2019-12-13,2020-03-25,2020-03-26
11104,IWC,,2018-12-26,2019-12-30,2019-12-31
11105,IWC,0.355426,2018-12-26,2019-12-16,2019-12-17
11106,IWC,0.344826,2018-12-26,2019-09-24,2019-09-25
11107,IWC,0.239548,2018-12-26,2019-06-17,2019-06-18
11108,IWC,0.239849,2018-12-26,2019-03-20,2019-03-21
11109,IWC,,2018-01-18,2018-12-28,2018-12-31
11110,IWC,0.200489,2018-01-02,2018-12-17,2018-12-18
11111,IWF,0.432848,2019-12-13,2020-09-23,2020-09-24
11112,IWF,0.362173,2019-12-13,2020-06-15,2020-06-16
11113,IWF,0.425414,2019-12-13,2020-03-25,2020-03-26
11114,IWF,,2018-12-26,2019-12-30,2019-12-31
11115,IWF,0.450199,2018-12-26,2019-12-16,2019-12-17
11116,IWF,0.429808,2018-12-26,2019-09-24,2019-09-25
11117,IWF,0.436768,2018-12-26,2019-06-17,2019-06-18
11118,IWF,0.428921,2018-12-26,2019-03-20,2019-03-21
11119,IWF,0.024922,2018-01-18,2018-12-28,2018-12-31
11120,IWF,0.371038,2017-12-29,2018-12-17,2018-12-18
11121,IWM,0.566445,2019-12-13,2020-09-23,2020-09-24
11122,IWM,0.465775,2019-12-13,2020-06-15,2020-06-16
11123,IWM,0.41988,2019-12-13,2020-03-25,2020-03-26
11124,IWM,,2018-12-26,2019-12-30,2019-12-31
11125,IWM,0.597343,2018-12-26,2019-12-16,2019-12-17
11126,IWM,0.543712,2018-12-26,2019-09-24,2019-09-25
11127,IWM,0.532987,2018-12-26,2019-06-17,2019-06-18
11128,IWM,0.412056,2018-12-26,2019-03-20,2019-03-21
11129,IWM,,2018-01-18,2018-12-28,2018-12-31
11130,IWM,0.469335,2017-12-29,2018-12-17,2018-12-18
11131,IWO,0.328341,2019-12-13,2020-09-23,2020-09-24
11132,IWO,0.316993,2019-12-13,2020-06-15,2020-06-16
11133,IWO,0.319289,2019-12-13,2020-03-25,2020-03-26
11134,IWO,,2018-12-26,2019-12-30,2019-12-31
11135,IWO,0.492725,2018-12-26,2019-12-16,2019-12-17
11136,IWO,0.390038,2018-12-26,2019-09-24,2019-09-25
11137,IWO,0.324963,2018-12-26,2019-06-17,2019-06-18
11138,IWO,0.311397,2018-12-26,2019-03-20,2019-03-21
11139,IWO,,2018-01-18,2018-12-28,2018-12-31
11140,IWO,0.358063,2017-12-29,2018-12-17,2018-12-18
11141,IWR,0.217326,2019-12-13,2020-09-23,2020-09-24
11142,IWR,0.163276,2019-12-13,2020-06-15,2020-06-16
11143,IWR,0.265965,2019-12-13,2020-03-25,2020-03-26
11144,IWR,,2018-12-26,2019-12-30,2019-12-31
11145,IWR,0.263987,2018-12-26,2019-12-16,2019-12-17
11146,IWR,0.209906,2018-12-26,2019-09-24,2019-09-25
11147,IWR,0.193273,2018-12-26,2019-06-17,2019-06-18
11148,IWR,0.1848,2018-12-26,2019-03-20,2019-03-21
11149,IWR,,2018-01-18,2018-12-28,2018-12-31
11150,IWR,0.214236,2017-12-29,2018-12-17,2018-12-18
11151,IWV,0.767338,2019-12-13,2020-09-23,2020-09-24
11152,IWV,0.599074,2019-12-13,2020-06-15,2020-06-16
11153,IWV,0.722117,2019-12-13,2020-03-25,2020-03-26
11154,IWV,,2018-12-26,2019-12-30,2019-12-31
11155,IWV,0.885273,2018-12-26,2019-12-16,2019-12-17
11156,IWV,0.766854,2018-12-26,2019-09-24,2019-09-25
11157,IWV,0.922486,2018-12-26,2019-06-17,2019-06-18
11158,IWV,0.612851,2018-12-26,2019-03-20,2019-03-21
11159,IWV,,2018-01-18,2018-12-28,2018-12-31
11160,IWV,0.847029,2017-12-29,2018-12-17,2018-12-18
11161,IWY,0.247207,2019-12-13,2020-09-23,2020-09-24
11162,IWY,0.195605,2019-12-13,2020-06-15,2020-06-16
11163,IWY,0.249778,2019-12-13,2020-03-25,2020-03-26
11164,IWY,,2018-12-26,2019-12-30,2019-12-31
11165,IWY,0.254893,2018-12-26,2019-12-16,2019-12-17
11166,IWY,0.266923,2018-12-26,2019-09-24,2019-09-25
11167,IWY,0.271695,2018-12-26,2019-06-17,2019-06-18
11168,IWY,0.227509,2018-12-26,2019-03-20,2019-03-21
11169,IWY,0.015411,2018-01-18,2018-12-28,2018-12-31
11170,IWY,0.252089,2017-12-29,2018-12-17,2018-12-18
11171,IXC,0.391324,2019-12-13,2020-06-15,2020-06-16
11172,IXC,,2018-12-28,2019-12-30,2019-12-31
11173,IXC,0.700273,2018-12-28,2019-12-16,2019-12-17
11174,IXC,0.676553,2018-12-28,2019-06-17,2019-06-18
11175,IXC,,2018-01-22,2018-12-28,2018-12-31
11176,IXC,0.539808,2018-01-02,2018-12-18,2018-12-19
11177,IXJ,0.534034,2019-12-13,2020-06-15,2020-06-16
11178,IXJ,,2018-12-28,2019-12-30,2019-12-31
11179,IXJ,0.478867,2018-12-28,2019-12-16,2019-12-17
11180,IXJ,0.4973,2018-12-28,2019-06-17,2019-06-18
11181,IXJ,0.332056,2018-01-22,2018-12-28,2018-12-31
11182,IXJ,0.347433,2018-01-02,2018-12-18,2018-12-19
11183,IXP,0.297085,2019-12-13,2020-06-15,2020-06-16
11184,IXP,,2018-12-28,2019-12-30,2019-12-31
11185,IXP,0.447034,2018-12-28,2019-12-16,2019-12-17
11186,IXP,0.888864,2018-12-28,2019-06-17,2019-06-18
11187,IXP,,2018-01-22,2018-12-28,2018-12-31
11188,IXP,0.870804,2018-01-02,2018-12-18,2018-12-19
11189,IXUS,0.534974,2019-12-13,2020-06-15,2020-06-16
11190,IXUS,0.977473,2018-12-26,2019-12-16,2019-12-17
11191,IXUS,0.937083,2018-12-26,2019-06-17,2019-06-18
11192,IXUS,0.685509,2018-12-17,2018-12-18,2018-12-19
11193,IYE,0.269569,2019-12-13,2020-09-23,2020-09-24
11194,IYE,0.219797,2019-12-13,2020-06-15,2020-06-16
11195,IYE,0.260808,2019-12-13,2020-03-25,2020-03-26
11196,IYE,,2018-12-24,2019-12-30,2019-12-31
11197,IYE,0.284961,2018-12-24,2019-12-16,2019-12-17
11198,IYE,0.276674,2018-12-24,2019-09-24,2019-09-25
11199,IYE,0.265321,2018-12-24,2019-06-17,2019-06-18
11200,IYE,0.269685,2018-12-24,2019-03-20,2019-03-21
11201,IYE,,2018-01-18,2018-12-28,2018-12-31
11202,IYE,0.232567,2017-12-29,2018-12-17,2018-12-18
11203,IYG,0.616779,2019-12-13,2020-09-23,2020-09-24
11204,IYG,0.368037,2019-12-13,2020-06-15,2020-06-16
11205,IYG,0.751462,2019-12-13,2020-03-25,2020-03-26
11206,IYG,,2018-12-24,2019-12-30,2019-12-31
11207,IYG,0.659645,2018-12-24,2019-12-16,2019-12-17
11208,IYG,0.609841,2018-12-24,2019-09-24,2019-09-25
11209,IYG,0.576559,2018-12-24,2019-06-17,2019-06-18
11210,IYG,0.564869,2018-12-24,2019-03-20,2019-03-21
11211,IYG,,2018-01-18,2018-12-28,2018-12-31
11212,IYG,0.631083,2017-12-29,2018-12-17,2018-12-18
11213,IYJ,0.431761,2019-12-13,2020-09-23,2020-09-24
11214,IYJ,0.43537,2019-12-13,2020-06-15,2020-06-16
11215,IYJ,0.543317,2019-12-13,2020-03-25,2020-03-26
11216,IYJ,,2018-12-24,2019-12-30,2019-12-31
11217,IYJ,0.593744,2018-12-24,2019-12-16,2019-12-17
11218,IYJ,0.491782,2018-12-24,2019-09-24,2019-09-25
11219,IYJ,0.476634,2018-12-24,2019-06-17,2019-06-18
11220,IYJ,0.644416,2018-12-24,2019-03-20,2019-03-21
11221,IYJ,,2018-01-18,2018-12-28,2018-12-31
11222,IYJ,0.462118,2017-12-28,2018-12-17,2018-12-18
11223,IYLD,0.151597,2019-12-10,2020-10-02,2020-10-05
11224,IYLD,0.036604,2019-12-10,2020-09-02,2020-09-03
11225,IYLD,0.040898,2019-12-10,2020-08-04,2020-08-05
11226,IYLD,0.174884,2019-12-10,2020-07-02,2020-07-06
11227,IYLD,0.043022,2019-12-10,2020-06-02,2020-06-03
11228,IYLD,0.056054,2019-12-10,2020-05-04,2020-05-05
11229,IYLD,0.219913,2019-12-10,2020-04-02,2020-04-03
11230,IYLD,0.052097,2019-12-10,2020-03-03,2020-03-04
11231,IYLD,0.071405,2019-12-10,2020-02-04,2020-02-05
11232,IYLD,0.256305,2018-12-21,2019-12-24,2019-12-26
11233,IYLD,0.047842,2018-12-21,2019-12-03,2019-12-04
11234,IYLD,0.048746,2018-12-21,2019-11-04,2019-11-05
11235,IYLD,0.194367,2018-12-21,2019-10-02,2019-10-03
11236,IYLD,0.0469,2018-12-21,2019-09-04,2019-09-05
11237,IYLD,0.048556,2018-12-21,2019-08-02,2019-08-05
11238,IYLD,0.240139,2018-12-21,2019-07-02,2019-07-03
11239,IYLD,0.051359,2018-12-21,2019-06-04,2019-06-05
11240,IYLD,0.049853,2018-12-21,2019-05-02,2019-05-03
11241,IYLD,0.161951,2018-12-21,2019-04-02,2019-04-03
11242,IYLD,0.053198,2018-12-21,2019-03-04,2019-03-05
11243,IYLD,0.142136,2018-12-21,2019-02-04,2019-02-05
11244,IYLD,0.19935,2018-01-06,2018-12-28,2018-12-31
11245,IYLD,0.061169,2018-01-06,2018-12-04,2018-12-05
11246,IYLD,0.064411,2018-01-06,2018-11-02,2018-11-05
11247,IYR,0.47945,2019-12-13,2020-09-23,2020-09-24
11248,IYR,0.533455,2019-12-13,2020-06-15,2020-06-16
11249,IYR,0.596507,2019-12-13,2020-03-25,2020-03-26
11250,IYR,,2018-12-24,2019-12-30,2019-12-31
11251,IYR,0.886216,2018-12-24,2019-12-16,2019-12-17
11252,IYR,0.663857,2018-12-24,2019-09-24,2019-09-25
11253,IYR,0.685218,2018-12-24,2019-06-17,2019-06-18
11254,IYR,0.603025,2018-12-24,2019-03-20,2019-03-21
11255,IYR,,2018-01-18,2018-12-28,2018-12-31
11256,IYR,0.472181,2017-12-29,2018-12-17,2018-12-18
11257,IYW,0.418489,2019-12-13,2020-09-23,2020-09-24
11258,IYW,0.443048,2019-12-13,2020-06-15,2020-06-16
11259,IYW,0.725305,2019-12-13,2020-03-25,2020-03-26
11260,IYW,,2018-12-24,2019-12-30,2019-12-31
11261,IYW,0.366309,2018-12-24,2019-12-16,2019-12-17
11262,IYW,0.440872,2018-12-24,2019-09-24,2019-09-25
11263,IYW,0.456451,2018-12-24,2019-06-17,2019-06-18
11264,IYW,0.404771,2018-12-24,2019-03-20,2019-03-21
11265,IYW,,2018-01-18,2018-12-28,2018-12-31
11266,IYW,0.341225,2017-12-29,2018-12-17,2018-12-18
11267,IYZ,0.210994,2019-12-13,2020-09-23,2020-09-24
11268,IYZ,0.159896,2019-12-13,2020-06-15,2020-06-16
11269,IYZ,0.226148,2019-12-13,2020-03-25,2020-03-26
11270,IYZ,,2018-12-24,2019-12-30,2019-12-31
11271,IYZ,0.208992,2018-12-24,2019-12-16,2019-12-17
11272,IYZ,0.144397,2018-12-24,2019-09-24,2019-09-25
11273,IYZ,0.176257,2018-12-24,2019-06-17,2019-06-18
11274,IYZ,0.174137,2018-12-24,2019-03-20,2019-03-21
11275,IYZ,,2018-01-18,2018-12-28,2018-12-31
11276,IYZ,,2017-12-28,2018-12-17,2018-12-18
11277,IZRL,0.47528,2019-12-26,2019-12-27,2019-12-30
11278,IZRL,0.57209,2018-12-26,2018-12-27,2018-12-28
11279,JACK,0.4,2020-07-31,2020-08-17,2020-08-18
11280,JACK,0.4,2020-02-18,2020-03-02,2020-03-03
11281,JACK,0.4,2019-11-15,2019-12-04,2019-12-05
11282,JACK,0.4,2019-08-02,2019-08-16,2019-08-19
11283,JACK,0.4,2019-05-09,2019-05-28,2019-05-29
11284,JACK,0.4,2019-02-18,2019-03-01,2019-03-04
11285,JACK,0.4,2018-11-15,2018-12-04,2018-12-05
11286,JAMF,0.18776,2019-02-25,2019-12-23,2019-12-24
11287,JAMF,,2019-12-09,2019-12-09,2019-12-10
11288,JAMF,0.085,2019-02-25,2019-09-24,2019-09-25
11289,JAMF,0.58,2019-02-25,2019-06-24,2019-06-25
11290,JAMF,,2019-02-25,2019-03-26,2019-03-27
11291,JAMF,0.12982,2018-02-01,2018-12-24,2018-12-26
11292,JAMF,0.23202,2018-02-01,2018-09-25,2018-09-26
11293,JAMF,0.1,2018-02-01,2018-06-25,2018-06-26
11294,JBGS,0.225,2020-07-30,2020-08-12,2020-08-13
11295,JBGS,0.225,2020-04-30,2020-05-12,2020-05-13
11296,JBGS,0.225,2019-12-16,2019-12-26,2019-12-27
11297,JBGS,0.225,2019-10-31,2019-11-13,2019-11-14
11298,JBGS,0.225,2019-08-01,2019-08-12,2019-08-13
11299,JBGS,0.225,2019-05-02,2019-05-10,2019-05-13
11300,JBGS,0.225,2018-12-18,2018-12-27,2018-12-28
11301,JBGS,0.1,2018-12-18,2018-12-27,2018-12-28
11302,JBGS,0.225,2018-11-02,2018-11-09,2018-11-13
11303,JBT,0.1,2020-08-13,2020-08-21,2020-08-24
11304,JBT,0.1,2020-05-15,2020-05-27,2020-05-28
11305,JBT,0.1,2020-02-28,2020-03-11,2020-03-12
11306,JBT,0.1,2019-12-05,2019-12-13,2019-12-16
11307,JBT,0.1,2019-08-09,2019-08-16,2019-08-19
11308,JBT,0.1,2019-05-13,2019-05-22,2019-05-23
11309,JBT,0.1,2019-02-25,2019-03-06,2019-03-07
11310,JBT,0.1,2018-12-06,2018-12-14,2018-12-17
11311,JCI,0.26,2020-09-16,2020-09-25,2020-09-28
11312,JCI,0.26,2020-06-09,2020-06-19,2020-06-22
11313,JCI,0.26,2020-03-04,2020-03-13,2020-03-16
11314,JCI,0.26,2019-12-04,2019-12-13,2019-12-16
11315,JCI,0.26,2019-09-04,2019-09-13,2019-09-16
11316,JCI,0.26,2019-06-12,2019-06-21,2019-06-24
11317,JCI,0.26,2019-03-06,2019-03-15,2019-03-18
11318,JCI,0.26,2018-12-05,2018-12-14,2018-12-17
11319,JCOM,0.455,2019-05-07,2019-05-17,2019-05-20
11320,JCOM,0.445,2019-02-12,2019-02-22,2019-02-25
11321,JCOM,0.435,2018-10-29,2018-11-16,2018-11-19
11322,JCS,0.02,2020-05-20,2020-06-12,2020-06-15
11323,JCS,0.02,2020-02-27,2020-03-13,2020-03-16
11324,JCS,0.02,2019-12-02,2019-12-12,2019-12-13
11325,JCS,0.02,2019-08-19,2019-09-13,2019-09-16
11326,JCS,0.02,2019-05-21,2019-06-13,2019-06-14
11327,JCS,0.02,2019-02-19,2019-03-14,2019-03-15
11328,JCS,0.02,2018-12-12,2018-12-24,2018-12-26
11329,JDIV,0.20127,2020-09-21,2020-09-22,2020-09-23
11330,JDIV,0.1967,2020-06-22,2020-06-23,2020-06-24
11331,JDIV,0.19489,2020-03-23,2020-03-24,2020-03-25
11332,JDIV,0.30933,2019-01-18,2019-12-23,2019-12-24
11333,JDIV,0.19847,2019-01-18,2019-09-24,2019-09-25
11334,JDIV,0.24531,2019-01-18,2019-06-25,2019-06-26
11335,JDIV,0.1614,2019-03-19,2019-03-20,2019-03-21
11336,JDIV,0.26656,2018-08-03,2018-12-24,2018-12-26
11337,JEPI,0.4348,2020-09-30,2020-10-01,2020-10-02
11338,JEPI,0.45342,2020-08-31,2020-09-01,2020-09-02
11339,JEPI,0.28979,2020-07-31,2020-08-03,2020-08-04
11340,JEPI,0.49408,2020-06-30,2020-07-01,2020-07-02
11341,JETS,0.3911,2019-12-20,2019-12-23,2019-12-24
11342,JETS,0.151,2018-12-27,2018-12-28,2018-12-31
11343,JETS,0.0239,2018-12-27,2018-12-28,2018-12-31
11344,JFR,0.0485,2020-10-01,2020-10-14,2020-10-15
11345,JFR,0.046,2020-09-01,2020-09-14,2020-09-15
11346,JFR,0.046,2020-08-03,2020-08-13,2020-08-14
11347,JFR,0.046,2020-07-01,2020-07-14,2020-07-15
11348,JFR,0.046,2020-06-01,2020-06-12,2020-06-15
11349,JFR,0.057,2020-05-01,2020-05-14,2020-05-15
11350,JFR,0.057,2020-04-01,2020-04-14,2020-04-15
11351,JFR,0.0615,2020-03-02,2020-03-12,2020-03-13
11352,JFR,0.0615,2020-02-03,2020-02-13,2020-02-14
11353,JFR,0.0615,2020-01-02,2020-01-14,2020-01-15
11354,JFR,0.0615,2019-12-02,2019-12-12,2019-12-13
11355,JFR,0.0615,2019-11-01,2019-11-14,2019-11-15
11356,JFR,0.0615,2019-10-02,2019-10-11,2019-10-15
11357,JFR,0.0615,2019-09-03,2019-09-12,2019-09-13
11358,JFR,0.0615,2019-08-01,2019-08-14,2019-08-15
11359,JFR,0.0615,2019-07-01,2019-07-12,2019-07-15
11360,JFR,0.0615,2019-06-03,2019-06-13,2019-06-14
11361,JFR,0.0615,2019-05-01,2019-05-14,2019-05-15
11362,JFR,0.0615,2019-04-01,2019-04-12,2019-04-15
11363,JFR,0.0615,2019-03-01,2019-03-14,2019-03-15
11364,JFR,0.0615,2019-02-01,2019-02-14,2019-02-15
11365,JFR,0.06,2019-01-02,2019-01-14,2019-01-15
11366,JFR,0.06,2018-12-03,2018-12-13,2018-12-14
11367,JFR,0.06,2018-11-01,2018-11-14,2018-11-15
11368,JHAA,0.043,2020-10-01,2020-10-14,2020-10-15
11369,JHAA,0.043,2020-09-01,2020-09-14,2020-09-15
11370,JHAA,0.043,2020-08-03,2020-08-13,2020-08-14
11371,JHAA,0.043,2020-07-01,2020-07-14,2020-07-15
11372,JHAA,0.043,2020-06-01,2020-06-12,2020-06-15
11373,JHAA,0.048,2020-05-01,2020-05-14,2020-05-15
11374,JHAA,0.048,2020-04-01,2020-04-14,2020-04-15
11375,JHAA,0.048,2020-03-02,2020-03-12,2020-03-13
11376,JHAA,0.052,2020-02-03,2020-02-13,2020-02-14
11377,JHAA,0.052,2020-01-02,2020-01-14,2020-01-15
11378,JHAA,0.052,2019-12-02,2019-12-12,2019-12-13
11379,JHAA,0.052,2019-11-01,2019-11-14,2019-11-15
11380,JHAA,0.052,2019-10-02,2019-10-11,2019-10-15
11381,JHAA,0.052,2019-09-03,2019-09-12,2019-09-13
11382,JHAA,0.052,2019-08-01,2019-08-14,2019-08-15
11383,JHAA,0.052,2019-07-01,2019-07-12,2019-07-15
11384,JHAA,0.052,2019-06-03,2019-06-13,2019-06-14
11385,JHAA,0.052,2019-05-01,2019-05-14,2019-05-15
11386,JHAA,0.052,2019-04-01,2019-04-12,2019-04-15
11387,JHAA,0.052,2019-03-01,2019-03-14,2019-03-15
11388,JHAA,0.052,2019-01-16,2019-02-14,2019-02-15
11389,JHCS,0.1201,2020-06-24,2020-06-25,2020-06-26
11390,JHCS,0.1655,2019-12-23,2019-12-24,2019-12-26
11391,JHCS,0.03351,2019-06-24,2019-06-25,2019-06-26
11392,JHG,0.36,2020-07-28,2020-08-07,2020-08-10
11393,JHG,0.36,2020-04-29,2020-05-15,2020-05-18
11394,JHG,0.36,2020-02-03,2020-02-14,2020-02-18
11395,JHG,0.36,2019-10-29,2019-11-07,2019-11-11
11396,JHG,0.36,2019-07-30,2019-08-09,2019-08-12
11397,JHG,0.36,2019-05-01,2019-05-10,2019-05-13
11398,JHG,0.36,2019-02-04,2019-02-14,2019-02-15
11399,JHG,0.36,2018-10-31,2018-11-09,2018-11-12
11400,JHMA,0.26872,2020-06-24,2020-06-25,2020-06-26
11401,JHMA,0.3475,2019-12-23,2019-12-24,2019-12-26
11402,JHMA,0.29514,2019-06-24,2019-06-25,2019-06-26
11403,JHMA,0.2987,2018-12-21,2018-12-24,2018-12-26
11404,JHMD,0.23888,2020-06-24,2020-06-25,2020-06-26
11405,JHMD,0.3468,2019-12-23,2019-12-24,2019-12-26
11406,JHMD,0.59725,2019-06-24,2019-06-25,2019-06-26
11407,JHMD,0.058,2018-12-21,2018-12-24,2018-12-26
11408,JHMF,0.34896,2020-06-24,2020-06-25,2020-06-26
11409,JHMF,0.5206,2019-12-23,2019-12-24,2019-12-26
11410,JHMF,0.33865,2019-06-24,2019-06-25,2019-06-26
11411,JHMF,0.31,2018-12-21,2018-12-24,2018-12-26
11412,JHMI,0.20638,2020-06-24,2020-06-25,2020-06-26
11413,JHMI,0.3079,2019-12-23,2019-12-24,2019-12-26
11414,JHMI,0.20236,2019-06-24,2019-06-25,2019-06-26
11415,JHMI,0.4451,2018-12-21,2018-12-24,2018-12-26
11416,JHMM,0.22305,2020-06-24,2020-06-25,2020-06-26
11417,JHMM,0.2378,2019-12-23,2019-12-24,2019-12-26
11418,JHMM,0.16245,2019-06-24,2019-06-25,2019-06-26
11419,JHMM,0.2763,2018-12-21,2018-12-24,2018-12-26
11420,JHMT,0.457,2020-06-24,2020-06-25,2020-06-26
11421,JHMT,0.4311,2019-12-23,2019-12-24,2019-12-26
11422,JHMT,0.23701,2019-06-24,2019-06-25,2019-06-26
