,Symbol,Div,AD,ED,RD
11423,JHMT,0.2397,2018-12-21,2018-12-24,2018-12-26
11424,JHS,0.1859,2020-09-01,2020-09-10,2020-09-11
11425,JHS,0.205,2020-06-01,2020-06-10,2020-06-11
11426,JHS,0.1401,2020-03-02,2020-03-11,2020-03-12
11427,JHS,0.2197,2019-12-02,2019-12-11,2019-12-12
11428,JHS,0.155,2019-09-03,2019-09-12,2019-09-13
11429,JHS,0.1504,2019-06-03,2019-06-12,2019-06-13
11430,JHS,0.1522,2019-03-01,2019-03-08,2019-03-11
11431,JHS,0.2085,2018-12-03,2018-12-12,2018-12-13
11432,JHX,0.26,2019-05-21,2019-06-05,2019-06-06
11433,JJSF,0.575,2020-09-18,2020-09-28,2020-09-29
11434,JJSF,0.575,2020-05-20,2020-06-12,2020-06-15
11435,JJSF,0.575,2020-02-11,2020-03-16,2020-03-17
11436,JJSF,0.575,2019-12-09,2019-12-19,2019-12-20
11437,JJSF,0.5,2019-09-04,2019-09-18,2019-09-19
11438,JJSF,0.5,2019-05-14,2019-06-11,2019-06-12
11439,JJSF,0.5,2019-02-05,2019-03-13,2019-03-14
11440,JJSF,0.5,2018-12-05,2018-12-17,2018-12-18
11441,JKE,0.188755,2019-12-13,2020-09-23,2020-09-24
11442,JKE,0.190111,2019-12-13,2020-06-15,2020-06-16
11443,JKE,0.226129,2019-12-13,2020-03-25,2020-03-26
11444,JKE,0.144276,2018-12-24,2019-12-30,2019-12-31
11445,JKE,0.252963,2018-12-24,2019-12-16,2019-12-17
11446,JKE,0.237078,2018-12-24,2019-09-24,2019-09-25
11447,JKE,0.243021,2018-12-24,2019-06-17,2019-06-18
11448,JKE,0.259036,2018-12-24,2019-03-20,2019-03-21
11449,JKE,,2018-01-18,2018-12-28,2018-12-31
11450,JKE,0.358527,2018-01-02,2018-12-17,2018-12-18
11451,JKG,0.682016,2019-12-12,2020-09-23,2020-09-24
11452,JKG,0.524616,2019-12-12,2020-06-15,2020-06-16
11453,JKG,0.681039,2019-12-12,2020-03-25,2020-03-26
11454,JKG,,2018-12-24,2019-12-30,2019-12-31
11455,JKG,0.727022,2018-12-24,2019-12-16,2019-12-17
11456,JKG,0.706486,2018-12-24,2019-09-24,2019-09-25
11457,JKG,0.676574,2018-12-24,2019-06-17,2019-06-18
11458,JKG,0.664135,2018-12-24,2019-03-20,2019-03-21
11459,JKG,,2018-01-18,2018-12-28,2018-12-31
11460,JKG,0.710373,2018-01-02,2018-12-17,2018-12-18
11461,JKHY,0.43,2020-08-24,2020-09-08,2020-09-09
11462,JKHY,0.43,2020-05-15,2020-05-27,2020-05-28
11463,JKHY,0.43,2020-02-07,2020-02-28,2020-03-02
11464,JKHY,0.4,2019-11-14,2019-11-29,2019-12-02
11465,JKHY,0.4,2019-08-23,2019-09-06,2019-09-09
11466,JKHY,0.4,2019-05-06,2019-05-22,2019-05-23
11467,JKHY,0.4,2019-02-08,2019-02-28,2019-03-01
11468,JKHY,0.37,2018-11-14,2018-11-30,2018-12-03
11469,JKJ,0.675779,2019-12-12,2020-09-23,2020-09-24
11470,JKJ,0.506189,2019-12-12,2020-06-15,2020-06-16
11471,JKJ,0.675965,2019-12-12,2020-03-25,2020-03-26
11472,JKJ,,2018-12-24,2019-12-30,2019-12-31
11473,JKJ,0.721398,2018-12-24,2019-12-16,2019-12-17
11474,JKJ,0.586005,2018-12-24,2019-09-24,2019-09-25
11475,JKJ,0.55961,2018-12-24,2019-06-17,2019-06-18
11476,JKJ,0.499343,2018-12-24,2019-03-20,2019-03-21
11477,JKJ,,2018-01-18,2018-12-28,2018-12-31
11478,JKJ,0.638026,2018-01-02,2018-12-17,2018-12-18
11479,JKL,0.727976,2019-12-12,2020-09-23,2020-09-24
11480,JKL,0.568573,2019-12-12,2020-06-15,2020-06-16
11481,JKL,0.91313,2019-12-12,2020-03-25,2020-03-26
11482,JKL,,2018-12-24,2019-12-30,2019-12-31
11483,JKL,0.957454,2018-12-24,2019-12-16,2019-12-17
11484,JKL,0.853424,2018-12-24,2019-09-24,2019-09-25
11485,JKL,0.820352,2018-12-24,2019-06-17,2019-06-18
11486,JKL,0.75547,2018-12-24,2019-03-20,2019-03-21
11487,JKL,,2018-01-18,2018-12-28,2018-12-31
11488,JKL,0.854155,2018-01-02,2018-12-17,2018-12-18
11489,JLL,0.43,2019-11-05,2019-11-14,2019-11-15
11490,JLL,0.43,2019-05-07,2019-05-16,2019-05-17
11491,JLL,0.41,2018-11-06,2018-11-15,2018-11-16
11492,JMBS,0.1443,2020-09-30,2020-10-01,2020-10-02
11493,JMBS,0.077382,2020-08-31,2020-09-01,2020-09-02
11494,JMBS,0.102729,2020-07-31,2020-08-03,2020-08-04
11495,JMBS,0.1036,2020-06-30,2020-07-01,2020-07-02
11496,JMBS,0.094612,2020-05-29,2020-06-01,2020-06-02
11497,JMBS,0.112794,2020-04-30,2020-05-01,2020-05-04
11498,JMBS,0.119951,2020-03-31,2020-04-01,2020-04-02
11499,JMBS,0.100523,2020-02-28,2020-03-02,2020-03-03
11500,JMBS,0.076867,2020-02-03,2020-02-03,2020-02-04
11501,JMBS,0.2843,2019-12-27,2019-12-30,2019-12-31
11502,JMBS,0.337152,2019-11-29,2019-12-02,2019-12-03
11503,JMBS,0.219169,2019-10-31,2019-11-01,2019-11-04
11504,JMBS,0.104568,2019-09-30,2019-10-01,2019-10-02
11505,JMBS,0.121452,2019-08-30,2019-09-03,2019-09-04
11506,JMBS,0.092001,2019-07-31,2019-08-01,2019-08-02
11507,JMBS,0.124564,2019-06-28,2019-07-01,2019-07-02
11508,JMBS,0.13173,2019-06-03,2019-06-03,2019-06-04
11509,JMBS,0.137661,2019-04-30,2019-05-01,2019-05-02
11510,JMBS,0.152528,2019-03-29,2019-04-01,2019-04-02
11511,JMBS,0.09288,2019-02-28,2019-03-01,2019-03-04
11512,JMBS,0.093423,2019-01-31,2019-02-01,2019-02-04
11513,JMBS,0.791905,2018-12-26,2018-12-27,2018-12-28
11514,JMBS,0.122997,2018-11-30,2018-12-03,2018-12-04
11515,JMBS,0.140422,2018-10-31,2018-11-01,2018-11-02
11516,JMIN,0.21197,2020-09-21,2020-09-22,2020-09-23
11517,JMIN,0.15676,2020-06-22,2020-06-23,2020-06-24
11518,JMIN,0.13266,2020-03-23,2020-03-24,2020-03-25
11519,JMIN,0.21429,2019-01-18,2019-12-23,2019-12-24
11520,JMIN,0.09937,2019-01-18,2019-09-24,2019-09-25
11521,JMIN,0.13831,2019-01-18,2019-06-25,2019-06-26
11522,JMIN,0.1019,2019-03-19,2019-03-20,2019-03-21
11523,JMIN,0.17935,2018-08-03,2018-12-24,2018-12-26
11524,JMOM,0.07701,2020-09-21,2020-09-22,2020-09-23
11525,JMOM,0.06569,2020-06-22,2020-06-23,2020-06-24
11526,JMOM,0.07632,2020-03-23,2020-03-24,2020-03-25
11527,JMOM,0.12187,2019-01-18,2019-12-23,2019-12-24
11528,JMOM,0.04907,2019-01-18,2019-09-24,2019-09-25
11529,JMOM,0.10089,2019-01-18,2019-06-25,2019-06-26
11530,JMOM,0.06667,2019-03-19,2019-03-20,2019-03-21
11531,JMOM,0.08414,2018-12-21,2018-12-24,2018-12-26
11532,JMST,0.0233,2020-09-30,2020-10-01,2020-10-02
11533,JMST,0.0285,2020-08-31,2020-09-01,2020-09-02
11534,JMST,0.03056,2020-07-31,2020-08-03,2020-08-04
11535,JMST,0.03758,2020-06-30,2020-07-01,2020-07-02
11536,JMST,0.03797,2020-05-29,2020-06-01,2020-06-02
11537,JMST,0.04567,2020-04-30,2020-05-01,2020-05-04
11538,JMST,0.08058,2020-03-31,2020-04-01,2020-04-02
11539,JMST,0.05224,2020-02-27,2020-02-28,2020-03-02
11540,JMST,0.04805,2020-01-30,2020-01-31,2020-02-03
11541,JMST,0.06229,2019-12-27,2019-12-30,2019-12-31
11542,JMST,0.06521,2019-01-18,2019-11-29,2019-12-02
11543,JMST,0.06669,2019-01-18,2019-10-31,2019-11-01
11544,JMST,0.06462,2019-01-18,2019-09-30,2019-10-01
11545,JMST,0.06754,2019-01-18,2019-08-30,2019-09-03
11546,JMST,0.06436,2019-01-18,2019-07-31,2019-08-01
11547,JMST,0.06859,2019-01-18,2019-06-28,2019-07-01
11548,JMST,0.06901,2019-01-18,2019-05-31,2019-06-03
11549,JMST,0.07479,2019-01-18,2019-04-30,2019-05-01
11550,JMST,0.06946,2019-01-18,2019-03-29,2019-04-01
11551,JMST,0.07608,2019-01-18,2019-02-28,2019-03-01
11552,JMST,0.07264,2019-01-18,2019-01-31,2019-02-01
11553,JMST,0.07083,2018-12-27,2018-12-28,2018-12-31
11554,JMST,0.06763,2018-11-29,2018-11-30,2018-12-03
11555,JMST,0.03294,2018-10-30,2018-10-31,2018-11-01
11556,JNK,0.4547,2020-01-15,2020-10-01,2020-10-02
11557,JNK,0.427865,2020-01-15,2020-09-01,2020-09-02
11558,JNK,0.465086,2020-01-15,2020-08-03,2020-08-04
11559,JNK,0.498291,2020-01-15,2020-07-01,2020-07-02
11560,JNK,0.478757,2020-01-15,2020-06-01,2020-06-02
11561,JNK,0.516883,2020-01-15,2020-05-01,2020-05-04
11562,JNK,0.456889,2020-01-15,2020-04-01,2020-04-02
11563,JNK,0.494212,2020-01-15,2020-03-02,2020-03-03
11564,JNK,0.468407,2020-01-31,2020-02-03,2020-02-04
11565,JNK,,2019-01-09,2019-12-30,2019-12-31
11566,JNK,0.473513,2019-01-09,2019-12-20,2019-12-23
11567,JNK,0.489843,2019-01-09,2019-12-02,2019-12-03
11568,JNK,0.481178,2019-01-09,2019-11-01,2019-11-04
11569,JNK,0.48749,2019-01-09,2019-10-01,2019-10-02
11570,JNK,0.485875,2019-01-09,2019-09-03,2019-09-04
11571,JNK,0.49846,2019-01-09,2019-08-01,2019-08-02
11572,JNK,0.4991,2019-01-09,2019-07-01,2019-07-02
11573,JNK,0.508001,2019-01-09,2019-06-03,2019-06-04
11574,JNK,0.512355,2019-01-09,2019-05-01,2019-05-02
11575,JNK,0.506055,2019-01-09,2019-04-01,2019-04-02
11576,JNK,0.520056,2019-01-09,2019-03-01,2019-03-04
11577,JNK,0.495801,2019-01-09,2019-02-01,2019-02-04
11578,JNK,,2018-01-13,2018-12-28,2018-12-31
11579,JNK,0.1732,2018-12-18,2018-12-19,2018-12-20
11580,JNK,0.1654,2018-11-30,2018-12-03,2018-12-04
11581,JNK,0.16882,2018-01-11,2018-11-01,2018-11-02
11582,JNUG,0.16278,2019-09-23,2019-09-24,2019-09-25
11583,JOUT,0.21,2020-09-25,2020-10-08,2020-10-09
11584,JOUT,0.17,2020-05-29,2020-07-08,2020-07-09
11585,JOUT,0.17,2020-02-28,2020-04-08,2020-04-09
11586,JOUT,0.17,2019-09-26,2019-10-10,2019-10-11
11587,JOUT,0.14,2019-05-30,2019-07-10,2019-07-11
11588,JOUT,0.14,2019-02-28,2019-04-10,2019-04-11
11589,JOUT,0.14,2018-12-06,2019-01-09,2019-01-10
11590,JPEM,0.65586,2020-09-21,2020-09-22,2020-09-23
11591,JPEM,0.425,2020-06-22,2020-06-23,2020-06-24
11592,JPEM,0.18811,2020-03-23,2020-03-24,2020-03-25
11593,JPEM,0.66621,2019-01-18,2019-12-23,2019-12-24
11594,JPEM,0.63565,2019-01-18,2019-09-24,2019-09-25
11595,JPEM,0.54433,2019-01-18,2019-06-25,2019-06-26
11596,JPEM,0.1308,2019-03-19,2019-03-20,2019-03-21
11597,JPEM,0.20934,2018-12-21,2018-12-24,2018-12-26
11598,JPI,0.1305,2020-10-01,2020-10-14,2020-10-15
11599,JPI,0.1305,2020-09-01,2020-09-14,2020-09-15
11600,JPI,0.1305,2020-08-03,2020-08-13,2020-08-14
11601,JPI,0.1305,2020-07-01,2020-07-14,2020-07-15
11602,JPI,0.1305,2020-06-01,2020-06-12,2020-06-15
11603,JPI,0.1305,2020-05-01,2020-05-14,2020-05-15
11604,JPI,0.1305,2020-04-01,2020-04-14,2020-04-15
11605,JPI,0.1355,2020-03-02,2020-03-12,2020-03-13
11606,JPI,0.1355,2020-02-03,2020-02-13,2020-02-14
11607,JPI,0.1355,2020-01-02,2020-01-14,2020-01-15
11608,JPI,0.1355,2019-12-02,2019-12-12,2019-12-13
11609,JPI,0.1355,2019-11-01,2019-11-14,2019-11-15
11610,JPI,0.1355,2019-10-02,2019-10-11,2019-10-15
11611,JPI,0.1355,2019-09-03,2019-09-12,2019-09-13
11612,JPI,0.1355,2019-08-01,2019-08-14,2019-08-15
11613,JPI,0.1355,2019-07-01,2019-07-12,2019-07-15
11614,JPI,0.1355,2019-06-03,2019-06-13,2019-06-14
11615,JPI,0.1355,2019-05-01,2019-05-14,2019-05-15
11616,JPI,0.1355,2019-04-01,2019-04-12,2019-04-15
11617,JPI,0.1355,2019-03-01,2019-03-14,2019-03-15
11618,JPI,0.1355,2019-02-01,2019-02-14,2019-02-15
11619,JPI,0.1355,2019-01-02,2019-01-14,2019-01-15
11620,JPI,0.1355,2018-12-03,2018-12-13,2018-12-14
11621,JPI,0.1355,2018-11-01,2018-11-14,2018-11-15
11622,JPIN,0.43351,2020-09-21,2020-09-22,2020-09-23
11623,JPIN,0.4521,2020-06-22,2020-06-23,2020-06-24
11624,JPIN,0.13367,2020-03-23,2020-03-24,2020-03-25
11625,JPIN,0.53914,2019-01-18,2019-12-23,2019-12-24
11626,JPIN,0.37601,2019-01-18,2019-09-24,2019-09-25
11627,JPIN,0.82217,2019-01-18,2019-06-25,2019-06-26
11628,JPIN,0.1465,2019-03-19,2019-03-20,2019-03-21
11629,JPIN,0.36052,2018-08-03,2018-12-24,2018-12-26
11630,JPME,0.26243,2020-09-21,2020-09-22,2020-09-23
11631,JPME,0.26302,2020-06-22,2020-06-23,2020-06-24
11632,JPME,0.22049,2020-03-23,2020-03-24,2020-03-25
11633,JPME,0.41687,2019-01-18,2019-12-23,2019-12-24
11634,JPME,0.26176,2019-01-18,2019-09-24,2019-09-25
11635,JPME,0.34506,2019-01-18,2019-06-25,2019-06-26
11636,JPME,0.162,2019-03-19,2019-03-20,2019-03-21
11637,JPME,0.30036,2018-08-03,2018-12-24,2018-12-26
11638,JPNL,,2020-01-09,2020-09-22,2020-09-23
11639,JPNL,0.08042,2020-01-09,2020-06-23,2020-06-24
11640,JPNL,0.2258,2020-01-09,2020-03-24,2020-03-25
11641,JPNL,0.0083,2019-03-13,2019-12-23,2019-12-24
11642,JPNL,0.05706,2019-03-13,2019-09-24,2019-09-25
11643,JPNL,0.26118,2019-03-13,2019-06-25,2019-06-26
11644,JPNL,0.1828,2019-03-13,2019-03-19,2019-03-20
11645,JPSE,0.08007,2020-09-21,2020-09-22,2020-09-23
11646,JPSE,0.10668,2020-06-22,2020-06-23,2020-06-24
11647,JPSE,0.08565,2020-03-23,2020-03-24,2020-03-25
11648,JPSE,0.12878,2019-01-18,2019-12-23,2019-12-24
11649,JPSE,0.10083,2019-01-18,2019-09-24,2019-09-25
11650,JPSE,0.12798,2019-01-18,2019-06-25,2019-06-26
11651,JPSE,0.0444,2019-03-19,2019-03-20,2019-03-21
11652,JPSE,0.10566,2018-12-21,2018-12-24,2018-12-26
11653,JPT,0.1185,2020-10-01,2020-10-14,2020-10-15
11654,JPT,0.1185,2020-09-01,2020-09-14,2020-09-15
11655,JPT,0.1185,2020-08-03,2020-08-13,2020-08-14
11656,JPT,0.1185,2020-07-01,2020-07-14,2020-07-15
11657,JPT,0.1185,2020-06-01,2020-06-12,2020-06-15
11658,JPT,0.1185,2020-05-01,2020-05-14,2020-05-15
11659,JPT,0.1185,2020-04-01,2020-04-14,2020-04-15
11660,JPT,0.1185,2020-03-02,2020-03-12,2020-03-13
11661,JPT,0.1185,2020-02-03,2020-02-13,2020-02-14
11662,JPT,0.1185,2020-01-02,2020-01-14,2020-01-15
11663,JPT,0.1185,2019-12-02,2019-12-12,2019-12-13
11664,JPT,0.1185,2019-11-01,2019-11-14,2019-11-15
11665,JPT,0.1185,2019-10-02,2019-10-11,2019-10-15
11666,JPT,0.1185,2019-09-03,2019-09-12,2019-09-13
11667,JPT,0.1185,2019-08-01,2019-08-14,2019-08-15
11668,JPT,0.1185,2019-07-01,2019-07-12,2019-07-15
11669,JPT,0.1185,2019-06-03,2019-06-13,2019-06-14
11670,JPT,0.1185,2019-05-01,2019-05-14,2019-05-15
11671,JPT,0.1185,2019-04-01,2019-04-12,2019-04-15
11672,JPT,0.1185,2019-03-01,2019-03-14,2019-03-15
11673,JPT,0.1185,2019-02-01,2019-02-14,2019-02-15
11674,JPT,0.1185,2019-01-02,2019-01-14,2019-01-15
11675,JPT,0.1185,2018-12-03,2018-12-13,2018-12-14
11676,JPT,0.1185,2018-11-01,2018-11-14,2018-11-15
11677,JPXN,0.425245,2019-12-13,2020-06-15,2020-06-16
11678,JPXN,,2018-12-28,2019-12-30,2019-12-31
11679,JPXN,0.780668,2018-12-28,2019-12-16,2019-12-17
11680,JPXN,0.443829,2018-12-28,2019-06-17,2019-06-18
11681,JPXN,,2018-01-22,2018-12-28,2018-12-31
11682,JPXN,0.500481,2018-01-02,2018-12-18,2018-12-19
11683,JQUA,0.11715,2020-09-21,2020-09-22,2020-09-23
11684,JQUA,0.10277,2020-06-22,2020-06-23,2020-06-24
11685,JQUA,0.09233,2020-03-23,2020-03-24,2020-03-25
11686,JQUA,0.16022,2019-01-18,2019-12-23,2019-12-24
11687,JQUA,0.12092,2019-01-18,2019-09-24,2019-09-25
11688,JQUA,0.14902,2019-01-18,2019-06-25,2019-06-26
11689,JQUA,0.09211,2019-01-18,2019-03-20,2019-03-21
11690,JQUA,0.14661,2018-08-03,2018-12-24,2018-12-26
11691,JRS,0.19,2020-09-01,2020-09-14,2020-09-15
11692,JRS,0.19,2020-06-01,2020-06-12,2020-06-15
11693,JRS,0.19,2020-03-02,2020-03-12,2020-03-13
11694,JRS,0.19,2019-12-02,2019-12-12,2019-12-13
11695,JRS,0.19,2019-09-03,2019-09-12,2019-09-13
11696,JRS,0.19,2019-06-03,2019-06-13,2019-06-14
11697,JRS,0.19,2019-03-01,2019-03-14,2019-03-15
11698,JRS,0.205,2018-12-03,2018-12-13,2018-12-14
11699,JRVR,0.3,2020-07-29,2020-09-11,2020-09-14
11700,JRVR,0.3,2020-04-28,2020-06-12,2020-06-15
11701,JRVR,0.3,2020-02-19,2020-03-13,2020-03-16
11702,JRVR,0.3,2019-11-05,2019-12-13,2019-12-16
11703,JRVR,0.3,2019-07-30,2019-09-13,2019-09-16
11704,JRVR,0.3,2019-04-30,2019-06-07,2019-06-10
11705,JRVR,0.3,2019-02-20,2019-03-08,2019-03-11
11706,JRVR,0.3,2018-11-06,2018-12-13,2018-12-14
11707,JSML,0.017363,2020-09-29,2020-09-30,2020-10-01
11708,JSML,0.015718,2020-06-29,2020-06-30,2020-07-01
11709,JSML,0.032906,2020-03-30,2020-03-31,2020-04-01
11710,JSML,0.039064,2019-12-18,2019-12-19,2019-12-20
11711,JSML,0.023882,2019-09-27,2019-09-30,2019-10-01
11712,JSML,0.041227,2019-06-27,2019-06-28,2019-07-01
11713,JSML,0.022062,2019-03-28,2019-03-29,2019-04-01
11714,JSML,0.109873,2018-12-19,2018-12-20,2018-12-21
11715,JTA,0.192,2020-09-01,2020-09-14,2020-09-15
11716,JTA,0.192,2020-06-01,2020-06-12,2020-06-15
11717,JTA,0.24,2020-03-02,2020-03-12,2020-03-13
11718,JTA,0.24,2019-12-02,2019-12-12,2019-12-13
11719,JTA,0.24,2019-09-03,2019-09-12,2019-09-13
11720,JTA,0.24,2019-06-03,2019-06-13,2019-06-14
11721,JTA,0.24,2019-03-01,2019-03-14,2019-03-15
11722,JTA,0.27,2018-12-03,2018-12-13,2018-12-14
11723,JW.A,0.3425,2020-09-24,2020-10-05,2020-10-06
11724,JW.A,0.3425,2020-06-25,2020-07-06,2020-07-07
11725,JW.A,0.34,2020-03-20,2020-03-30,2020-03-31
11726,JW.A,0.34,2019-12-19,2019-12-31,2020-01-02
11727,JW.A,0.34,2019-09-25,2019-10-07,2019-10-08
11728,JW.A,0.34,2019-06-28,2019-07-09,2019-07-10
11729,JW.A,0.33,2019-03-21,2019-04-01,2019-04-02
11730,JW.A,0.33,2018-12-20,2018-12-31,2019-01-02
11731,JWN,0.37,2020-02-27,2020-03-09,2020-03-10
11732,JWN,0.37,2019-11-21,2019-11-27,2019-11-29
11733,JWN,0.37,2019-08-20,2019-08-29,2019-08-30
11734,JWN,0.37,2019-05-23,2019-05-31,2019-06-03
11735,JWN,0.37,2019-02-27,2019-03-08,2019-03-11
11736,JWN,0.37,2018-11-14,2018-11-23,2018-11-26
11737,JXI,0.58514,2019-12-13,2020-06-15,2020-06-16
11738,JXI,,2018-12-28,2019-12-30,2019-12-31
11739,JXI,0.960662,2018-12-28,2019-12-16,2019-12-17
11740,JXI,1.053959,2018-12-28,2019-06-17,2019-06-18
11741,JXI,,2018-01-22,2018-12-28,2018-12-31
11742,JXI,0.719645,2018-01-02,2018-12-18,2018-12-19
11743,K,0.57,2020-07-24,2020-08-31,2020-09-01
11744,K,0.57,2020-04-24,2020-05-29,2020-06-01
11745,K,0.57,2020-02-21,2020-03-02,2020-03-03
11746,K,0.57,2019-10-18,2019-11-29,2019-12-02
11747,K,0.57,2019-07-26,2019-08-30,2019-09-03
11748,K,0.56,2019-04-26,2019-05-31,2019-06-03
11749,K,0.56,2019-02-22,2019-03-04,2019-03-05
11750,K,0.56,2018-10-19,2018-11-30,2018-12-03
11751,KALU,0.67,2020-07-14,2020-07-23,2020-07-24
11752,KALU,0.67,2020-04-02,2020-04-23,2020-04-24
11753,KALU,0.67,2020-01-14,2020-01-23,2020-01-24
11754,KALU,0.6,2019-10-11,2019-10-24,2019-10-25
11755,KALU,0.6,2019-07-10,2019-07-24,2019-07-25
11756,KALU,0.6,2019-04-03,2019-04-24,2019-04-25
11757,KALU,0.6,2019-01-10,2019-01-24,2019-01-25
11758,KALU,0.55,2018-10-10,2018-10-24,2018-10-25
11759,KAMN,0.2,2020-08-04,2020-09-14,2020-09-15
11760,KAMN,0.2,2020-06-10,2020-06-22,2020-06-23
11761,KAMN,0.2,2020-02-18,2020-03-16,2020-03-17
11762,KAMN,0.2,2019-11-19,2019-12-16,2019-12-17
11763,KAMN,0.2,2019-08-06,2019-09-16,2019-09-17
11764,KAMN,0.2,2019-06-04,2019-06-17,2019-06-18
11765,KAMN,0.2,2019-02-19,2019-03-18,2019-03-19
11766,KAMN,0.2,2018-11-13,2018-12-17,2018-12-18
11767,KAR,0.19,2020-02-18,2020-03-19,2020-03-20
11768,KAR,0.19,2019-11-05,2019-12-19,2019-12-20
11769,KAR,0.19,2019-08-06,2019-09-19,2019-09-20
11770,KAR,0.35,2019-05-07,2019-05-31,2019-06-03
11771,KAR,0.35,2019-02-19,2019-03-21,2019-03-22
11772,KAR,0.35,2018-11-06,2018-12-19,2018-12-20
11773,KB,1.7851373,2019-12-06,2019-12-27,2019-12-30
11774,KB,1.677148,2018-12-27,2018-12-28,2019-04-09
11775,KBAL,0.09,2020-08-25,2020-09-24,2020-09-25
11776,KBAL,0.09,2020-04-27,2020-06-24,2020-06-25
11777,KBAL,0.09,2020-02-10,2020-03-24,2020-03-25
11778,KBAL,0.09,2019-10-22,2019-12-19,2019-12-20
11779,KBAL,0.09,2019-08-27,2019-09-24,2019-09-25
11780,KBAL,0.08,2019-04-29,2019-06-24,2019-06-25
11781,KBAL,0.08,2019-02-07,2019-03-22,2019-03-25
11782,KBAL,0.08,2018-10-30,2018-12-20,2018-12-21
11783,KBH,0.09,2020-07-09,2020-08-05,2020-08-06
11784,KBH,0.09,2020-04-09,2020-05-06,2020-05-07
11785,KBH,0.09,2020-01-23,2020-02-05,2020-02-06
11786,KBH,0.09,2019-10-03,2019-11-13,2019-11-14
11787,KBH,0.025,2019-04-11,2019-05-01,2019-05-02
11788,KBH,0.25,2019-01-24,2019-02-06,2019-02-07
11789,KBH,0.025,2018-10-04,2018-11-14,2018-11-15
11790,KBWD,0.1142,2020-09-18,2020-09-21,2020-09-22
11791,KBWD,0.12197,2020-08-21,2020-08-24,2020-08-25
11792,KBWD,0.12204,2020-07-17,2020-07-20,2020-07-21
11793,KBWD,0.12238,2020-06-19,2020-06-22,2020-06-23
11794,KBWD,0.12723,2020-05-15,2020-05-18,2020-05-19
11795,KBWD,0.16237,2020-04-17,2020-04-20,2020-04-21
11796,KBWD,0.16536,2020-03-20,2020-03-23,2020-03-24
11797,KBWD,0.16395,2020-02-21,2020-02-24,2020-02-25
11798,KBWD,0.16313,2020-01-17,2020-01-21,2020-01-22
11799,KBWD,0.16166,2019-12-20,2019-12-23,2019-12-24
11800,KBWD,0.16166,2019-11-15,2019-11-18,2019-11-19
11801,KBWD,0.15981,2019-10-18,2019-10-21,2019-10-22
11802,KBWD,0.15765,2019-09-20,2019-09-23,2019-09-24
11803,KBWD,0.15759,2019-08-16,2019-08-19,2019-08-20
11804,KBWD,0.15864,2019-07-19,2019-07-22,2019-07-23
11805,KBWD,0.15963,2019-06-21,2019-06-24,2019-06-25
11806,KBWD,0.15823,2019-05-17,2019-05-20,2019-05-21
11807,KBWD,0.1575,2019-04-18,2019-04-22,2019-04-23
11808,KBWD,0.156,2019-02-15,2019-02-19,2019-02-20
11809,KBWD,0.13875,2018-12-21,2018-12-24,2018-12-26
11810,KBWD,0.13774,2018-11-16,2018-11-19,2018-11-20
11811,KBWD,0.14,2018-10-19,2018-10-22,2018-10-23
11812,KBWR,0.32846,2020-09-18,2020-09-21,2020-09-22
11813,KBWR,0.36075,2020-06-19,2020-06-22,2020-06-23
11814,KBWR,0.33753,2020-03-20,2020-03-23,2020-03-24
11815,KBWR,0.42308,2019-12-20,2019-12-23,2019-12-24
11816,KBWR,0.34203,2019-09-20,2019-09-23,2019-09-24
11817,KBWR,0.31546,2019-06-21,2019-06-24,2019-06-25
11818,KBWR,0.37177,2018-12-21,2018-12-24,2018-12-26
11819,KCE,0.3048,2020-01-16,2020-09-21,2020-09-22
11820,KCE,0.297813,2020-01-16,2020-06-22,2020-06-23
11821,KCE,0.402141,2020-01-16,2020-03-23,2020-03-24
11822,KCE,0.404535,2019-01-11,2019-12-23,2019-12-24
11823,KCE,0.315516,2019-01-11,2019-09-23,2019-09-24
11824,KCE,0.299935,2019-01-11,2019-06-24,2019-06-25
11825,KCE,0.353036,2019-01-11,2019-03-18,2019-03-19
11826,KCE,,2018-01-13,2018-12-28,2018-12-31
11827,KCE,0.355289,2018-01-10,2018-12-24,2018-12-26
11828,KDFI,0.092903,2020-09-25,2020-09-28,2020-09-29
11829,KDFI,0.0993,2020-08-26,2020-08-27,2020-08-28
11830,KDFI,0.061667,2020-07-28,2020-07-29,2020-07-30
11831,KDFI,0.0561,2020-06-25,2020-06-26,2020-06-29
11832,KDFI,0.04,2020-05-26,2020-05-27,2020-05-28
11833,KDFI,0.033182,2020-04-27,2020-04-28,2020-04-29
11834,KDFI,0.0713,2020-03-26,2020-03-27,2020-03-30
11835,KDFI,0.12125,2020-02-26,2020-02-26,2020-02-27
11836,KDFI,0.0493,2020-01-28,2020-01-29,2020-01-30
11837,KDFI,0.0112,2019-12-26,2019-12-27,2019-12-30
11838,KDP,0.15,2020-09-15,2020-10-01,2020-10-02
11839,KDP,0.15,2020-04-29,2020-07-01,2020-07-03
11840,KDP,0.15,2020-02-13,2020-04-02,2020-04-03
11841,KDP,0.15,2019-11-14,2020-01-02,2020-01-03
11842,KDP,0.15,2019-09-16,2019-10-03,2019-10-04
11843,KDP,0.15,2019-05-03,2019-07-03,2019-07-05
11844,KDP,0.15,2019-02-14,2019-04-04,2019-04-05
11845,KDP,0.15,2018-12-03,2019-01-03,2019-01-04
